Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Transmembrane
Q9H841,reviewed,NPAL2_HUMAN,NIPA-like protein 2,NIPAL2 NPAL2,Homo sapiens (Human),383,"TRANSMEM 46..66; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 88..108; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 110..130; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 177..197; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 209..229; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 243..263; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 278..298; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 306..326; /note=""Helical""; /evidence=""ECO:0000255"""
Q9H9S3,reviewed,S61A2_HUMAN,Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2),SEC61A2,Homo sapiens (Human),476,"TRANSMEM 34..53; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 77..96; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 118..138; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 145..165; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 173..193; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 241..261; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 289..309; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 355..375; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 421..441; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 446..462; /note=""Helical""; /evidence=""ECO:0000255"""
Q9HB14,reviewed,KCNKD_HUMAN,Potassium channel subfamily K member 13 (Tandem pore domain halothane-inhibited potassium channel 1) (THIK-1),KCNK13,Homo sapiens (Human),408,"TRANSMEM 20..40; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 125..145; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 194..214; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 263..283; /note=""Helical""; /evidence=""ECO:0000255"""
Q9HB15,reviewed,KCNKC_HUMAN,Potassium channel subfamily K member 12 (Tandem pore domain halothane-inhibited potassium channel 2) (THIK-2),KCNK12,Homo sapiens (Human),430,"TRANSMEM 39..59; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 145..165; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 213..233; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 282..302; /note=""Helical""; /evidence=""ECO:0000255"""
Q9HBL7,reviewed,PLRKT_HUMAN,Plasminogen receptor (KT) (Plg-R(KT)),PLGRKT C9orf46 AD025 MDS030,Homo sapiens (Human),147,"TRANSMEM 53..73; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 79..99; /note=""Helical""; /evidence=""ECO:0000255"""
Q9HD45,reviewed,TM9S3_HUMAN,Transmembrane 9 superfamily member 3 (EP70-P-iso) (SM-11044-binding protein),TM9SF3 SMBP UNQ245/PRO282,Homo sapiens (Human),589,"TRANSMEM 224..244; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 294..314; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 328..348; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 360..380; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 389..409; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 449..469; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 482..502; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 519..539; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 551..571; /note=""Helical""; /evidence=""ECO:0000255"""
Q9NNZ3,reviewed,DNJC4_HUMAN,DnaJ homolog subfamily C member 4 (DnaJ-like protein HSPF2) (Multiple endocrine neoplasia type 1 candidate protein number 18),DNAJC4 HSPF2 MCG18,Homo sapiens (Human),241,"TRANSMEM 156..175; /note=""Helical""; /evidence=""ECO:0000255"""
Q9NS67,reviewed,GPR27_HUMAN,Probable G-protein coupled receptor 27 (Super conserved receptor expressed in brain 1),GPR27 SREB1,Homo sapiens (Human),375,"TRANSMEM 24..44; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 56..76; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 182..202; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 286..306; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 321..341; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9NVA4,reviewed,T184C_HUMAN,Transmembrane protein 184C (Transmembrane protein 34),TMEM184C TMEM34 PRO1355,Homo sapiens (Human),438,"TRANSMEM 17..37; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 48..68; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 86..106; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 179..199; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 212..232; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 254..274; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 287..307; /note=""Helical""; /evidence=""ECO:0000255"""
Q9NVM1,reviewed,EVA1B_HUMAN,Protein eva-1 homolog B (Protein FAM176B),EVA1B C1orf78 FAM176B,Homo sapiens (Human),165,"TRANSMEM 29..49; /note=""Helical""; /evidence=""ECO:0000255"""
Q9NX77,reviewed,ENK13_HUMAN,Endogenous retrovirus group K member 13-1 Env polyprotein (Envelope polyprotein) (HERV-K_16p13.3 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],ERVK13-1,Homo sapiens (Human),482,"TRANSMEM 459..479; /note=""Helical""; /evidence=""ECO:0000255"""
Q9NXH8,reviewed,TOR4A_HUMAN,Torsin-4A (Torsin family 4 member A),TOR4A C9orf167,Homo sapiens (Human),423,"TRANSMEM 122..138; /note=""Helical""; /evidence=""ECO:0000255"""
Q9NXJ0,reviewed,M4A12_HUMAN,Membrane-spanning 4-domains subfamily A member 12,MS4A12,Homo sapiens (Human),267,"TRANSMEM 92..112; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 121..141; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 161..181; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 201..221; /note=""Helical""; /evidence=""ECO:0000255"""
Q9NYW1,reviewed,TA2R9_HUMAN,Taste receptor type 2 member 9 (T2R9) (Taste receptor family B member 6) (TRB6),TAS2R9,Homo sapiens (Human),312,"TRANSMEM 10..32; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..72; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 87..109; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 129..146; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 181..203; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 235..257; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 262..284; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9NZP0,reviewed,OR6C3_HUMAN,Olfactory receptor 6C3 (HSA8),OR6C3,Homo sapiens (Human),311,"TRANSMEM 23..43; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 52..72; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 97..117; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 137..157; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 195..214; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 235..255; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 269..289; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9NZP2,reviewed,OR6C2_HUMAN,Olfactory receptor 6C2 (HSA3),OR6C2,Homo sapiens (Human),312,"TRANSMEM 24..44; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 138..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..215; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..256; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 270..290; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9NZP5,reviewed,O5AC2_HUMAN,Olfactory receptor 5AC2 (HSA1),OR5AC2,Homo sapiens (Human),309,"TRANSMEM 28..48; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 102..122; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 136..156; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 240..260; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 274..294; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9P1P4,reviewed,TAAR3_HUMAN,Putative trace amine-associated receptor 3 (TaR-3) (Trace amine receptor 3) (hTaar3) (G-protein coupled receptor 57),TAAR3P GPR57 TAAR3,Homo sapiens (Human),343,"TRANSMEM 36..56; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 69..89; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 151..168; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 173..193; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..223; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 258..278; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 288..308; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9P1Q5,reviewed,OR1A1_HUMAN,Olfactory receptor 1A1 (Olfactory receptor 17-7) (OR17-7) (Olfactory receptor OR17-11),OR1A1,Homo sapiens (Human),309,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..218; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..290; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9UGF5,reviewed,O14J1_HUMAN,Olfactory receptor 14J1 (Hs6M1-28) (Olfactory receptor 5U1) (Olfactory receptor OR6-25),OR14J1 OR5U1,Homo sapiens (Human),321,"TRANSMEM 24..44; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 138..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 195..215; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..256; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 270..290; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9UGF6,reviewed,OR5V1_HUMAN,Olfactory receptor 5V1 (Hs6M1-21) (Olfactory receptor OR6-26),OR5V1,Homo sapiens (Human),321,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9UGF7,reviewed,O12D3_HUMAN,Olfactory receptor 12D3 (Hs6M1-27) (Olfactory receptor OR6-27),OR12D3,Homo sapiens (Human),316,"TRANSMEM 24..44; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 138..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..215; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9UK28,reviewed,TM59L_HUMAN,Transmembrane protein 59-like (Brain-specific membrane-anchored protein),TMEM59L BSMAP C19orf4,Homo sapiens (Human),342,"TRANSMEM 268..290; /note=""Helical""; /evidence=""ECO:0000255"""
Q9UKR8,reviewed,TSN16_HUMAN,Tetraspanin-16 (Tspan-16) (Tetraspanin TM4-B) (Transmembrane 4 superfamily member 16),TSPAN16 TM4SF16,Homo sapiens (Human),245,"TRANSMEM 14..34; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 38..58; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 60..80; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 95..115; /note=""Helical""; /evidence=""ECO:0000255"""
Q9UMS5,reviewed,PHTF1_HUMAN,Protein PHTF1,PHTF1 PHTF,Homo sapiens (Human),762,"TRANSMEM 77..97; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 121..141; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 473..493; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 512..532; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 611..631; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 645..665; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 737..757; /note=""Helical""; /evidence=""ECO:0000255"""
Q9Y3N9,reviewed,OR2W1_HUMAN,Olfactory receptor 2W1 (Hs6M1-15) (Olfactory receptor OR6-13),OR2W1,Homo sapiens (Human),320,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 273..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9Y3P4,reviewed,RHBD3_HUMAN,Rhomboid domain-containing protein 3,RHBDD3 C22orf3,Homo sapiens (Human),386,"TRANSMEM 20..40; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 58..78; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 92..112; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 141..161; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 163..183; /note=""Helical""; /evidence=""ECO:0000255"""
Q9Y426,reviewed,C2CD2_HUMAN,C2 domain-containing protein 2 (Transmembrane protein 24-like),C2CD2 C21orf25 C21orf258 TMEM24L,Homo sapiens (Human),696,"TRANSMEM 13..33; /note=""Helical""; /evidence=""ECO:0000255"""
Q9Y4A9,reviewed,O10H1_HUMAN,Olfactory receptor 10H1 (Olfactory receptor OR19-27),OR10H1,Homo sapiens (Human),318,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 198..218; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 239..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 273..293; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9Y519,reviewed,T184B_HUMAN,Transmembrane protein 184B (Putative MAPK-activating protein FM08),TMEM184B C22orf5 PSEC0108,Homo sapiens (Human),407,"TRANSMEM 40..60; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 84..104; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 121..141; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 178..198; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 214..234; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 249..269; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 290..310; /note=""Helical""; /evidence=""ECO:0000255"""
Q9Y5P0,reviewed,O51B4_HUMAN,Olfactory receptor 51B4 (Odorant receptor HOR5'beta1),OR51B4,Homo sapiens (Human),310,"TRANSMEM 24..44; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..117; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 137..157; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 194..214; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 235..255; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
Q9Y693,reviewed,LHPL6_HUMAN,LHFPL tetraspan subfamily member 6 protein (Lipoma HMGIC fusion partner),LHFPL6 LHFP,Homo sapiens (Human),200,"TRANSMEM 84..104; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 123..143; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 166..186; /note=""Helical""; /evidence=""ECO:0000255"""
Q9Y6U7,reviewed,RN215_HUMAN,RING finger protein 215,RNF215,Homo sapiens (Human),377,"TRANSMEM 23..43; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 251..271; /note=""Helical""; /evidence=""ECO:0000255"""
A0A075B734,reviewed,AQP7B_HUMAN,Aquaporin-7B,AQP7B,Homo sapiens (Human),347,"TRANSMEM 41..61; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 69..89; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 124..144; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 148..168; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 201..221; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 261..281; /note=""Helical""; /evidence=""ECO:0000255"""
A0A087WTH1,reviewed,TM265_HUMAN,Transmembrane protein 265,TMEM265,Homo sapiens (Human),108,"TRANSMEM 34..54; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 78..98; /note=""Helical; Name=2""; /evidence=""ECO:0000255"""
A0A096LPK9,reviewed,ORN4C_HUMAN,Olfactory receptor 4N4C,OR4N4C,Homo sapiens (Human),316,"TRANSMEM 27..47; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 144..164; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 205..225; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 244..264; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 269..289; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
A0A0D9SF12,reviewed,CC163_HUMAN,Transmembrane protein CCDC163 (Coiled-coil domain-containing protein 163) (coiled-coil domain containing 163 pseudogene),CCDC163 C1orf231 CCDC163P,Homo sapiens (Human),145,"TRANSMEM 38..54; /note=""Helical""; /evidence=""ECO:0000255"""
A0A0U1RRA0,reviewed,ZNOS_HUMAN,Putative transmembrane protein ZNF593OS (ZNF593 opposite strand protein),ZNF593OS,Homo sapiens (Human),63,"TRANSMEM 30..50; /note=""Helical""; /evidence=""ECO:0000255"""
A0A0X1KG70,reviewed,ORM2B_HUMAN,Olfactory receptor 4M2,OR4M2B,Homo sapiens (Human),313,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..78; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 143..163; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 205..225; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 239..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255"""
A0A1B0GTI8,reviewed,TM272_HUMAN,Transmembrane protein 272,TMEM272,Homo sapiens (Human),187,"TRANSMEM 21..41; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 52..72; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 107..127; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 149..169; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GTY4,reviewed,TEX50_HUMAN,Testis-expressed protein 50,TEX50,Homo sapiens (Human),177,"TRANSMEM 75..95; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GUA7,reviewed,TEX51_HUMAN,Testis-expressed protein 51,TEX51,Homo sapiens (Human),166,"TRANSMEM 138..154; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GUW6,reviewed,SPEM3_HUMAN,Uncharacterized protein SPEM3,SPEM3,Homo sapiens (Human),1196,"TRANSMEM 27..47; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GUW7,reviewed,SIM27_HUMAN,Small integral membrane protein 27 (TOPORS antisense RNA 1),SMIM27 C9orf133 TOPORS-AS1,Homo sapiens (Human),55,"TRANSMEM 11..31; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GV85,reviewed,RELD1_HUMAN,Reelin domain-containing protein 1,REELD1,Homo sapiens (Human),526,"TRANSMEM 444..462; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GVN3,reviewed,CB092_HUMAN,Uncharacterized protein C2orf92 (Long intergenic non-protein coding RNA 1125),C2orf92 LINC01125,Homo sapiens (Human),265,"TRANSMEM 192..212; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GVV1,reviewed,SIM35_HUMAN,Small integral membrane protein 35 (TMPRSS4 antisense RNA 1),SMIM35 TMPRSS4-AS1,Homo sapiens (Human),85,"TRANSMEM 7..27; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GVY4,reviewed,SIM31_HUMAN,Small integral membrane protein 31,SMIM31,Homo sapiens (Human),71,"TRANSMEM 8..28; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GW64,reviewed,SIM33_HUMAN,Small integral membrane protein 33,SMIM33,Homo sapiens (Human),132,"TRANSMEM 43..63; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GWB2,reviewed,PRT1B_HUMAN,Proline rich transmembrane protein 1B,PRRT1B IFITMD8,Homo sapiens (Human),263,"TRANSMEM 190..210; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GWG4,reviewed,SRTM2_HUMAN,Serine-rich and transmembrane domain-containing 2,SERTM2,Homo sapiens (Human),90,"TRANSMEM 38..58; /note=""Helical""; /evidence=""ECO:0000255"""
A0A1B0GWH6,reviewed,LSP1N_HUMAN,LASP1 neighbor protein (Long intergenic non-protein coding RNA 672),LASP1NB LINC00672,Homo sapiens (Human),25,"TRANSMEM 4..24; /note=""Helical""; /evidence=""ECO:0000255"""
