PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.NrOfPrecursorsUsedForQuantification,[1] ID73770_01_MA10140C_6010_100422.htrms.PG.Quantity,[2] ID73771_01_MA10140C_06010_100422.htrms.PG.Quantity,[3] ID73772_01_MA10140C_06010_100422.htrms.PG.Quantity,[4] ID73775_01_MA10140C_06010_100422.htrms.PG.Quantity,[5] ID73776_01_MA10140C_06010_100422.htrms.PG.Quantity,[6] ID73777_01_MA10140C_06010_100422.htrms.PG.Quantity,[7] ID73778_01_MA10140C_06010_100422.htrms.PG.Quantity,[8] ID73779_01_MA10140C_06010_100422.htrms.PG.Quantity,[9] ID73780_01_MA10140C_06010_100422.htrms.PG.Quantity,[10] ID73781_01_MA10140C_06010_100422.htrms.PG.Quantity,[11] ID73784_01_MA10140C_06010_100422.htrms.PG.Quantity,[12] ID73785_01_MA10140C_06010_100422.htrms.PG.Quantity,[13] ID73786_01_MA10140C_06010_100422.htrms.PG.Quantity,[14] ID73787_01_MA10140C_06010_100422.htrms.PG.Quantity,[15] ID73788_01_MA10140C_06010_100422.htrms.PG.Quantity,[16] ID73789_01_MA10140C_06010_100422.htrms.PG.Quantity,[17] ID73790_01_MA10140C_06010_100422.htrms.PG.Quantity,[18] ID73793_01_MA10140C_06010_100422.htrms.PG.Quantity,[19] ID73794_01_MA10140C_06010_100422.htrms.PG.Quantity,[20] ID73795_01_MA10140C_06010_100422.htrms.PG.Quantity,[21] ID73796_01_MA10140C_06010_100422.htrms.PG.Quantity,[22] ID73797_01_MA10140C_06010_100422.htrms.PG.Quantity,[23] ID73798_01_MA10140C_06010_100422.htrms.PG.Quantity,[24] ID73799_01_MA10140C_06010_100422.htrms.PG.Quantity,[25] ID73802_01_MA10140C_06010_100422.htrms.PG.Quantity,[26] ID73803_01_MA10140C_06010_100422.htrms.PG.Quantity,[27] ID73804_01_MA10140C_06010_100422.htrms.PG.Quantity,[28] ID73805_01_MA10140C_06010_100422.htrms.PG.Quantity,[29] ID73806_01_MA10140C_6010_100422.htrms.PG.Quantity,[30] ID73806_02_MA10140C_6010_100422.htrms.PG.Quantity,[31] ID73806_03_MA10140C_06010_100422.htrms.PG.Quantity
Q99471,PFDN5,Prefoldin subunit 5,Q99471,PFD5_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6855.02197265625,6641.78955078125,6961.69287109375,7157.892578125,7776.42578125,6977.9072265625,7702.54296875,3767.131591796875,3616.373046875,3739.078125,3416.869140625,4455.47119140625,3632.0107421875,3689.673828125,3302.36572265625,3703.5048828125,3926.06982421875,4128.68408203125,4006.72216796875,3529.0283203125,3671.31201171875,6431.04931640625,6746.04736328125,6496.52685546875,6113.3828125,6436.28466796875,5747.2880859375,5147.5947265625,5437.30810546875,5052.10498046875,4757.3193359375
Q99497,PARK7,Parkinson disease protein 7,Q99497,PARK7_HUMAN,27,27,26,27,27,28,28,27,26,27,27,27,27,28,27,28,28,28,28,28,27,27,28,28,27,27,27,28,28,27,26,408267.65625,330179.28125,429091.625,427393.78125,435022.375,419551.90625,428294,462922.28125,358594.28125,466391.3125,454237.3125,458047.34375,465203.28125,464628.59375,485599,503252.59375,506086.78125,503415.09375,507746.5,478978.1875,479151.46875,503101,515193.28125,484753.15625,481520.875,484948.25,495302.125,480655.4375,453163.28125,451751.65625,447095.4375
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Q99536,VAT1_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5429.30859375,4204.67041015625,5828.94921875,6864.064453125,6151.19384765625,4748.888671875,8750.2109375,13004.2119140625,12334.732421875,11823.833984375,13811.796875,12001.365234375,14104.3359375,13967.3232421875,7759.11474609375,10010.431640625,9054.2783203125,8615.6474609375,7858.0908203125,9656.7509765625,8634.623046875,14004.921875,13907.9619140625,15477.4677734375,16769.81640625,16148.3955078125,14767.7607421875,14018.6005859375,12607.1318359375,12237.3427734375,10521.1533203125
Q99627,COPS8,COP9 signalosome complex subunit 8,Q99627,CSN8_HUMAN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,26394.818359375,24557.78515625,28287.07421875,26833.318359375,27038.201171875,27004.859375,25060.7890625,25975.369140625,21049.03125,24974.7421875,26102.6328125,28417.14453125,27000.685546875,27112.072265625,29790.283203125,28447.947265625,26675.83203125,27512.833984375,25763.322265625,26631.888671875,24558.55078125,28121.10546875,28847.857421875,29569.181640625,27806.748046875,29246.759765625,29597.6875,27197.5625,25608.662109375,26620.4609375,26644.5625
Q99689,FEZ1,Fasciculation and elongation protein zeta-1,Q99689,FEZ1_HUMAN,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,92.31817626953125,1263.366943359375,489.7400817871094,47.80097961425781,NaN,NaN,NaN,288.87408447265625,212.02955627441406,54.03629684448242,NaN,84.96049499511719,NaN,306.1299743652344,394.7760009765625,410.2476501464844,1498.6856689453125,410.67681884765625,799.4288330078125,224.86119079589844,113.94143676757812,294.0046081542969,NaN,NaN,NaN,NaN,1450.8134765625,NaN,NaN,419.37957763671875,120.0963134765625
Q99733,NAP1L4,Nucleosome assembly protein 1-like 4,Q99733,NP1L4_HUMAN,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,44579.12890625,46434.43359375,49246.38671875,45851.9453125,45402.796875,44313.22265625,45202.015625,47532.29296875,45012.7265625,47230.15625,46099.21875,46171.953125,45119.64453125,45014.3359375,51315.0703125,52281.67578125,52143.109375,52964.4453125,51283.7578125,48262.8828125,47838.16015625,45082.7265625,43290.48046875,42794.37890625,42870.234375,43034.8515625,43865.859375,42343.01171875,46217.42578125,45778.55859375,44784.625
Q99808,SLC29A1,Equilibrative nucleoside transporter 1,Q99808,S29A1_HUMAN,2,3,3,3,2,3,2,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10134.298828125,10581.439453125,11971.1171875,9542.39453125,11534.5458984375,8887.7578125,10514.8125,10799.0576171875,11911.541015625,10834.392578125,10508.3251953125,9827.5771484375,10081.6142578125,9482.8408203125,10224.9453125,9703.3603515625,10280.212890625,10306.8408203125,9077.466796875,10529.2421875,9312.521484375,10232.671875,10109.0791015625,9621.4228515625,10907.80859375,10378.404296875,10441.9716796875,7874.7275390625,8842.826171875,9261.814453125,9863.2626953125
Q99829,CPNE1,Copine-1,Q99829,CPNE1_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,7931.47021484375,9003.05859375,8391.013671875,7489.380859375,8325.3984375,7015.75146484375,8000.3349609375,10218.6142578125,10795.134765625,10051.91015625,9039.291015625,9078.140625,9453.5830078125,9069.15625,5327.986328125,6031.54736328125,5918.79833984375,5561.1416015625,5539.72021484375,5161.05712890625,6103.6337890625,1528.300537109375,1292.6046142578125,693.569580078125,NaN,NaN,NaN,NaN,5762.34326171875,5858.205078125,6049.48046875
Q99832,CCT7,T-complex protein 1 subunit eta,Q99832,TCPH_HUMAN,23,23,23,23,21,20,23,23,23,23,23,23,23,22,23,23,23,23,23,23,23,22,22,23,23,22,22,22,23,23,23,55758.98046875,57208.17578125,53782.7265625,52991.40625,53174.02734375,56055.2109375,55588.17578125,79881.03125,88326.359375,82081.1015625,76730.640625,79604.6171875,82998.1953125,79121.3671875,76891.15625,77895.46875,75484.9609375,74803.65625,74709.84375,75579.921875,74246.765625,64562.828125,62963.0078125,64728.890625,61078.00390625,61488.7734375,62867.046875,58522.41015625,67558.125,65629.8828125,66200.890625
Q99933,BAG1,BAG family molecular chaperone regulator 1,Q99933,BAG1_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9455.3828125,11493.5927734375,9479.6357421875,7618.08447265625,9462.4921875,9138.23828125,8878.3505859375,9694.6103515625,12283.392578125,9171.8046875,7834.6083984375,7000.7587890625,7351.0859375,8477.7822265625,10827.951171875,10916.7822265625,9944.0263671875,9636.7568359375,8132.142578125,9428.5185546875,10250.8046875,9892.47265625,10093.9765625,9431.6904296875,8243.07421875,8857.4931640625,10404.2041015625,8743.9814453125,8628.85546875,8488.2685546875,9984.669921875
Q9BQ69,MACROD1,ADP-ribose glycohydrolase MACROD1,Q9BQ69,MACD1_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,253574.6875,187602.296875,220122.171875,243909.71875,256977.578125,228821.984375,252320.234375,251819.171875,172235.671875,230178.140625,256262.625,229406.75,235344.21875,239913.65625,231364.65625,214465.28125,193588.953125,227930.90625,245724.640625,247742.984375,261386.703125,226424.625,208305.71875,222635.609375,225219.703125,207901.390625,202281.8125,244971.65625,212628.921875,230765.9375,218343.28125
Q9BQA1,WDR77,Methylosome protein WDR77,Q9BQA1,MEP50_HUMAN,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8005.8759765625,10928.4365234375,7164.77001953125,8563.2734375,8795.2978515625,7195.7802734375,7894.09130859375,8548.693359375,7444.0986328125,8069.52587890625,8027.986328125,7811.6865234375,9532.1416015625,6546.728515625,6547.6650390625,6817.30322265625,7473.37109375,7562.91162109375,7163.88720703125,10559.388671875,6826.43408203125,7253.72802734375,5508.5673828125,8413.0927734375,7294.25146484375,4907.85693359375,6701.28173828125,4588.55517578125,8305.7060546875,7138.990234375,7833.4599609375
Q9BRA2,TXNDC17,Thioredoxin domain-containing protein 17,Q9BRA2,TXD17_HUMAN,6,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,35762.48828125,37095.7109375,34596.08984375,36927.7578125,37333.06640625,37629.1328125,36403.1796875,33552.96875,38055.296875,34309.06640625,33709.76953125,35630.8046875,34788.515625,34255.8203125,38165.31640625,39506.62109375,38937.8828125,40583.2265625,40459.703125,37435.0078125,38597.44140625,37058.171875,35589.234375,35184.66796875,36218.8203125,37718.85546875,39108.8359375,36580.71875,35183.56640625,38019.703125,37968.26171875
Q9BRF8,CPPED1,Serine/threonine-protein phosphatase CPPED1,Q9BRF8,CPPED_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6749.5458984375,7252.5517578125,7056.84765625,5710.63916015625,6251.65966796875,6661.572265625,4637.89306640625,5609.89453125,5452.34716796875,5947.98828125,5852.517578125,5602.21484375,4635.21044921875,5705.25341796875,7651.21240234375,6560.46875,7526.27001953125,6557.2099609375,7131.10400390625,6581.49755859375,4232.62353515625,4058.5419921875,3178.71826171875,4271.2744140625,2189.427734375,3917.9931640625,5158.86376953125,2121.199951171875,5911.49853515625,5448.2685546875,5355.1171875
Q9BS40,LXN,Latexin,Q9BS40,LXN_HUMAN,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,132623.625,132957.546875,129998.40625,133305.953125,129978.5234375,127964.0859375,132568.25,118159.671875,111700.9296875,116690.7109375,109907.109375,111929.03125,113465.1328125,111135.421875,162880.09375,154668.109375,158673.90625,155579.90625,156858.78125,151913.796875,148421.640625,150782.515625,144373.15625,144152.078125,147584.859375,145115.015625,156387.265625,138921.578125,134704.140625,134577.40625,131132.90625
Q9BSL1,UBAC1,Ubiquitin-associated domain-containing protein 1,Q9BSL1,UBAC1_HUMAN,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,12,13,13,13,13,13,13,13,13,13,13,13,13,61624.796875,68478.171875,64473.51171875,61515.5078125,59783.01953125,60391.98046875,59279.7890625,48852.69140625,54279.140625,50581.86328125,46899.06640625,47991.6640625,46938.68359375,43857.73828125,55904.38671875,54570.06640625,54474.06640625,61156.421875,60456.07421875,53368.2265625,54742.66796875,66041.0078125,61063.76953125,58346.53515625,64795.83984375,62893.26953125,68105.46875,60693.4765625,58066.19140625,56494.08984375,56343.44140625
Q9BT73,PSMG3,Proteasome assembly chaperone 3,Q9BT73,PSMG3_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9672.78125,10077.998046875,9684.3134765625,10081.8623046875,11618.478515625,10767.267578125,10849.53515625,10214.7197265625,9403.296875,9435.140625,9114.505859375,8251.03125,8606.9404296875,8343.1806640625,11809.271484375,10817.4375,11653.50390625,12524.54296875,10693.013671875,12479.78515625,10659.96484375,8527.6982421875,8606.640625,10358.71875,9500.599609375,10736.0810546875,10729.57421875,8299.30859375,9939.849609375,9990.544921875,11814.203125
Q9BT78,COPS4,COP9 signalosome complex subunit 4,Q9BT78,CSN4_HUMAN,17,17,17,17,17,17,17,17,16,17,17,17,17,17,15,16,16,15,16,17,17,16,17,17,16,16,17,16,16,15,17,49407.16015625,52640.984375,49873.9609375,48806.10546875,48325.76953125,47213.37109375,45447.5703125,50171.77734375,50549.7578125,51455.41015625,46389.90625,51450.9140625,47375.00390625,45507.171875,48032.08984375,52588.34765625,51183.1796875,50318.78515625,49635.8046875,48502.39453125,44712.078125,53823.2578125,54760.28125,51888.05859375,51242.5234375,52070.58984375,54056.6875,49756.9140625,49537.67578125,48560.98828125,48977.40234375
Q9BUH6,PAXX,Protein PAXX,Q9BUH6,PAXX_HUMAN,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2450.09228515625,2092.723876953125,3069.003173828125,3224.752197265625,2364.63330078125,2372.616943359375,2604.185302734375,3887.636962890625,2138.217041015625,3581.957275390625,2505.0087890625,3908.26708984375,3803.924560546875,3557.68359375,4516.0146484375,5032.41162109375,5024.89453125,5288.26416015625,4212.63427734375,5125.603515625,3878.81640625,4800.8330078125,4441.68408203125,5118.263671875,4535.6953125,5160.0517578125,4068.74267578125,4846.46044921875,3171.251953125,3863.770263671875,3783.57861328125
Q9BV20,MRI1,Methylthioribose-1-phosphate isomerase,Q9BV20,MTNA_HUMAN,4,4,4,4,5,4,4,4,5,5,4,4,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4270.4130859375,4371.3193359375,4310.96484375,4474.9111328125,4210.07080078125,3185.322998046875,4851.69775390625,6129.62255859375,7684.95654296875,7703.2744140625,6747.6943359375,7941.47265625,7054.29931640625,7366.37109375,5926.02392578125,5787.75732421875,5887.970703125,5846.1103515625,6029.833984375,5149.0546875,5563.24853515625,11748.458984375,11587.7041015625,11230.9892578125,11413.28515625,10762.2822265625,10872.7451171875,10261.607421875,7732.4326171875,7405.72216796875,7965.291015625
Q9BVJ7,DUSP23,Dual specificity protein phosphatase 23,Q9BVJ7,DUS23_HUMAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2685.085205078125,2325.330810546875,2511.184326171875,3051.34228515625,2564.15771484375,2792.61865234375,3097.761962890625,3049.161865234375,4002.26904296875,2128.87939453125,3183.369873046875,3556.806396484375,3344.511962890625,3196.28857421875,1285.720703125,1731.6185302734375,1741.9195556640625,1732.7550048828125,1750.54443359375,1529.684814453125,1756.0347900390625,3431.068115234375,3222.70654296875,3374.891357421875,3141.8203125,3680.1708984375,3507.539306640625,3211.901123046875,1671.8531494140625,2584.979736328125,2645.02294921875
Q9BVL4,SELENOO,"Protein adenylyltransferase SelO, mitochondrial",Q9BVL4,SELO_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9208.033203125,5844.13427734375,12020.6748046875,4922.40625,5568.19873046875,11278.142578125,3421.056884765625,10572.4423828125,14187.9873046875,9001.962890625,16651.279296875,19083.482421875,9493.59765625,7881.68701171875,7093.57861328125,5729.36962890625,7173.4541015625,6603.97802734375,4644.29052734375,5950.6767578125,10115.7724609375,3893.9482421875,5247.43603515625,8403.16015625,6514.81591796875,6891.17431640625,3326.703125,9500.1416015625,8911.3017578125,6024.9521484375,6989.6396484375
Q9BWD1,ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",Q9BWD1,THIC_HUMAN,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,68030.96875,64131.50390625,71316.9921875,69827.421875,72425.875,75511.59375,68978.8125,73748.7265625,74101.1015625,72464.6328125,75690.984375,68647.578125,69755.6875,75827.9375,73849.96875,76016.046875,77278.5,76024.0078125,72590.8359375,71900.90625,66530.890625,69110.6484375,70569.703125,62979.98046875,63786.4296875,66246.671875,61425.19140625,63416.01953125,69371.2734375,67594.5078125,65734.25
Q9BXY5,CAPS2,Calcyphosin-2,Q9BXY5,CAYP2_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2466346.5,2742620.5,2318778.5,2411985.75,2487482.25,2352424.5,2573028.25,1818279.875,1992718.375,1760485,1868820.125,1768494.875,1809983.125,1778900.625,1930185.75,1813691,1874639.25,1969184.125,2024118.875,2193504,2189987,1995766.75,1957493.625,2059543.375,2004030.875,2010115.375,1943882,2131320.25,1919028.75,2063521,2087576.125
Q9BY43,CHMP4A,Charged multivesicular body protein 4a,Q9BY43,CHM4A_HUMAN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,17757.244140625,16219.439453125,18049.806640625,17300.060546875,15512.7265625,16852.40234375,16365.185546875,16147.8583984375,16606.470703125,15535.8076171875,14865.94921875,17172.048828125,14746.251953125,14395.9189453125,18391.24609375,17259.26953125,17763.744140625,18832.3203125,17866.353515625,15875.6708984375,15751.380859375,17756.677734375,17199.486328125,17040.6484375,16632.30078125,18233.533203125,16719.94140625,14961.5517578125,15922.6142578125,16934.673828125,16051.255859375
Q9BYN0,SRXN1,Sulfiredoxin-1,Q9BYN0,SRXN1_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6898.04150390625,7312.73681640625,6932.234375,5478.46240234375,6731.53369140625,7471.86376953125,7909.3896484375,9523.1015625,12101.107421875,8758.396484375,10081.7685546875,8531.5234375,11812.12890625,8607.0029296875,11414.2431640625,11877.515625,10680.0673828125,10263.9658203125,9343.361328125,11111.2158203125,10042.484375,6840.26513671875,7622.74169921875,8289.8427734375,7095.4912109375,8631.599609375,7384.0986328125,5592.888671875,7054.89599609375,9986.025390625,8184.58544921875
Q9C0C9,UBE2O,(E3-independent) E2 ubiquitin-conjugating enzyme,Q9C0C9,UBE2O_HUMAN,24,22,24,24,23,24,24,24,22,24,24,23,23,24,24,24,24,23,23,23,23,23,23,23,24,24,24,24,24,24,24,53145.28125,60079.4375,54797.9765625,52731.12109375,51824.53515625,49369.33203125,53233.453125,58447.25,66353.765625,58725.265625,58142.69140625,58680.0625,58756.98046875,53463.2109375,58122.8671875,59875.33984375,59697.5703125,58674.31640625,58689.01953125,57255.90234375,53129.4140625,52749.21484375,49950.578125,48961.0234375,50634.890625,48692.64453125,50931.23828125,46442.34765625,51867.7734375,54542.2890625,55841.8046875
Q9GZP4,PITHD1,PITH domain-containing protein 1,Q9GZP4,PITH1_HUMAN,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,13,13,13,202939.546875,221901.65625,201015.125,194269.90625,201835.15625,205309.78125,198698.421875,208403.765625,233300,204999.96875,206905.4375,202438.953125,212508.125,212121.734375,213436.78125,206361.046875,210784.015625,206064.125,199110.8125,201674.65625,202506.203125,219353.3125,215257.984375,213859.875,216058.75,215810.890625,222454.453125,208750.453125,202060.6875,204322.5,209167.625
Q9GZT8,NIF3L1,NIF3-like protein 1,Q9GZT8,NIF3L_HUMAN,12,10,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,28148.310546875,29287.8046875,28526.767578125,27152.822265625,26310.0703125,28407.42578125,28130.396484375,30633.087890625,33685.53125,29990.37109375,29137.44921875,29840.05859375,30749.80859375,29754.94140625,29336.3125,29239.8984375,30189.28515625,30721.890625,29665.05078125,30153.84765625,29254.43359375,30764.927734375,30636.55859375,28275.966796875,31260.53515625,29359.634765625,30399.818359375,29292.84375,29606.9609375,30115.755859375,28808.5703125
Q9GZZ9,UBA5,Ubiquitin-like modifier-activating enzyme 5,Q9GZZ9,UBA5_HUMAN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,6,6,5,6,6,6,6,6,6,6,14423.0419921875,13271.20703125,15503.4912109375,12412.8994140625,15099.6884765625,13663.2880859375,13749.146484375,15187.9404296875,12585.9658203125,14422.8427734375,13978.92578125,13396.8291015625,12718.63671875,14161.90625,16473.16796875,14994.1943359375,15541.9267578125,14556.130859375,15064.513671875,13216.4560546875,13058.380859375,13685.5380859375,13092.1953125,13558.6552734375,12462.9375,13728.0322265625,13840.56640625,11937.642578125,12769.333984375,13677.005859375,13089.2392578125
Q9H008,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,Q9H008,LHPP_HUMAN,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,7,8,8,8,8,8,8,7,8,8,8,8,8,8,8,13018.1962890625,12700.3740234375,12776.96484375,13046.06640625,12422.046875,12085.7041015625,10936.1689453125,8598.2265625,8910.5,9843.4658203125,8082.85693359375,8939.3232421875,7481.8134765625,8557.7333984375,14442.498046875,12991.7080078125,12767.4697265625,13914.626953125,13381.2802734375,12851.45703125,13563.5361328125,14881.9228515625,14385.0380859375,13688.212890625,15144.640625,14836.3896484375,15969.39453125,14875.2998046875,11602.2763671875,12807.7177734375,12455.353515625
Q9H0B3,IQCN,IQ domain-containing protein N,Q9H0B3,IQCN_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4335.81787109375,5172.8447265625,4721.82421875,5519.18994140625,4287.9072265625,4746.36083984375,3713.30859375,5625.63037109375,4167.2861328125,5525.6533203125,4486.16259765625,5439.4169921875,6301.07470703125,4798.66357421875,8375.1005859375,10397.5146484375,8279.3623046875,7600.44384765625,9677.1787109375,8443.8779296875,9560.142578125,10596.8408203125,10757.1416015625,9981.740234375,10354.05078125,7733.09033203125,6761.72705078125,7773.306640625,7058.0166015625,6254.57861328125,4723.48291015625
Q9H0N5,PCBD2,Pterin-4-alpha-carbinolamine dehydratase 2,Q9H0N5,PHS2_HUMAN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10507.21484375,11963.681640625,11817.1904296875,12968.841796875,13137.853515625,12075.7529296875,11211.548828125,14100.185546875,12863.216796875,10748.501953125,10589.1044921875,11200.1103515625,13630.14453125,11274.75,12165.51171875,12545.5439453125,13337.2099609375,13816.1787109375,14099.671875,11251.9873046875,13452.11328125,13421.779296875,13973.0712890625,13073.6044921875,11929.0576171875,13733.1787109375,14781.2548828125,13269.259765625,10865.0126953125,12892.537109375,14612.5263671875
Q9H0P0,NT5C3A,Cytosolic 5'-nucleotidase 3A,Q9H0P0,5NT3A_HUMAN,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,2,3,2,1,3,3,3,3,2,4258.60546875,2799.850341796875,5641.56201171875,4597.0947265625,4578.27392578125,3310.235595703125,2248.058837890625,5147.228515625,4091.159912109375,6359.95556640625,6683.6669921875,4711.9453125,5792.15087890625,5939.9775390625,6448.51953125,5448.7802734375,6317.228515625,5765.79541015625,7383.642578125,7589.26318359375,7135.83447265625,5359.11572265625,5831.541015625,4985.9873046875,4575.59814453125,4063.400634765625,4815.18994140625,4263.06787109375,5262.49853515625,5554.04150390625,4725.24169921875
